filepath,filename,face_shape,split
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t16.jpg,square t16.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/round t49.jpg,round t49.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t9.jpg,square t9.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t3.jpg,square t3.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t59.jpg,square t59.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t80.jpg,square t80.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t64.jpg,square t64.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t61.jpg,square t61.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t81.jpg,square t81.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t45.jpg,square t45.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t54.jpg,square t54.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t28.jpg,square t28.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t74.jpg,square t74.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/round t48.jpg,round t48.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t62.jpg,square t62.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t21.jpg,square t21.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t88.jpg,square t88.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t65.jpg,square t65.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t85.jpg,square t85.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t84.jpg,square t84.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t2.jpg,square t2.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t77.jpg,square t77.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t25.jpg,square t25.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t53.jpg,square t53.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t51.jpg,square t51.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t44.jpg,square t44.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t6.jpg,square t6.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/round t46.jpg,round t46.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t8.jpg,square t8.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t56.jpg,square t56.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t34.jpg,square t34.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t23.jpg,square t23.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t71.jpg,square t71.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t32.jpg,square t32.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/round t32.jpg,round t32.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t40.jpg,square t40.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t63.jpg,square t63.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t4.jpg,square t4.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t92.jpg,square t92.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t38.jpg,square t38.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t99.jpg,square t99.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t46.jpg,square t46.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t55.jpg,square t55.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t49.jpg,square t49.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t90.jpg,square t90.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t26.jpg,square t26.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t75.jpg,square t75.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t20.jpg,square t20.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t58.jpg,square t58.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t60.jpg,square t60.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t48.jpg,square t48.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/round t45.jpg,round t45.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t82.jpg,square t82.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t87.jpg,square t87.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/square/square t1.jpg,square t1.jpg,square,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t29.jpg,round t29.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t76.jpg,round t76.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t6.jpg,round t6.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t17.jpg,round t17.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t21.jpg,round t21.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t72.jpg,round t72.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t27.jpg,round t27.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t37.jpg,round t37.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t68.jpg,round t68.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t54.jpg,round t54.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t4.jpg,round t4.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t31.jpg,round t31.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t12.jpg,round t12.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t22.jpg,round t22.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t25.jpg,round t25.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t70.jpg,round t70.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t26.jpg,round t26.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t75.jpg,round t75.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t28.jpg,round t28.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t9.jpg,round t9.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t60.jpg,round t60.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t39.jpg,round t39.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t71.jpg,round t71.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t14.jpg,round t14.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t74.jpg,round t74.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t5.jpg,round t5.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t67.jpg,round t67.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t73.jpg,round t73.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t7.jpg,round t7.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t59.jpg,round t59.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t24.jpg,round t24.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t8.jpg,round t8.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t19.jpg,round t19.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t20.jpg,round t20.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t56.jpg,round t56.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t41.jpg,round t41.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t63.jpg,round t63.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t11.jpg,round t11.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t23.jpg,round t23.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t38.jpg,round t38.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t57.jpg,round t57.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t66.jpg,round t66.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t43.jpg,round t43.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t64.jpg,round t64.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t2.jpg,round t2.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t16.jpg,round t16.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t18.jpg,round t18.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t65.jpg,round t65.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t13.jpg,round t13.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t36.jpg,round t36.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round 77.jpg,round 77.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t62.jpg,round t62.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t69.jpg,round t69.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t10.jpg,round t10.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t50.jpg,round t50.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t61.jpg,round t61.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t51.jpg,round t51.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t53.jpg,round t53.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t42.jpg,round t42.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t15.jpg,round t15.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t44.jpg,round t44.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/testing_set/round/round t78.jpg,round t78.jpg,round,test
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/508.jpg,508.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 359.jpg,ovale 359.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/503.jpg,503.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 429.jpg,ovale 429.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 456.jpg,ovale 456.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 226.jpg,image ovale 226.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/542.jpg,542.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 337.jpg,ovale 337.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 418.jpg,ovale 418.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 440.jpg,ovale 440.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/517.jpg,517.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 363.jpg,ovale 363.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 361.jpg,ovale 361.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 452.jpg,ovale 452.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/528.jpg,528.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/509.jpg,509.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/529.jpg,529.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 285.jpg,image ovale 285.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 3.jpg,ovale 3.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 183.jpg,image ovale 183.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 400.jpg,ovale 400.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 317.jpg,ovale 317.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 294.jpg,ovale 294.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 316.jpg,ovale 316.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 281.jpg,image ovale 281.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 323.jpg,ovale 323.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 349.jpg,ovale 349.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 364.jpg,ovale 364.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 362.jpg,ovale 362.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 219.jpg,image ovale 219.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 342.jpg,ovale 342.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 453.jpg,ovale 453.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 232.jpg,image ovale 232.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 408.jpg,ovale 408.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/520.jpg,520.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 304.jpg,ovale 304.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 223.jpg,image ovale 223.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 265.jpg,image ovale 265.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/530.jpg,530.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 336.jpg,ovale 336.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 322.jpg,ovale 322.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 410.jpg,ovale 410.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/536.jpg,536.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 431.jpg,ovale 431.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 186.jpg,image ovale 186.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 403.jpg,ovale 403.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 455.jpg,ovale 455.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 315.jpg,ovale 315.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/513.jpg,513.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale307.jpg,ovale307.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/526.jpg,526.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/18.jpg,18.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 302.jpg,ovale 302.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 296.jpg,ovale 296.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 340.jpg,ovale 340.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 276.jpg,image ovale 276.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 402.jpg,ovale 402.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 454.jpg,ovale 454.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 352.jpg,ovale 352.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/539.jpg,539.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 227.jpg,image ovale 227.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/514.jpg,514.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 345.jpg,ovale 345.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/518.jpg,518.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 420.jpg,ovale 420.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/512.jpg,512.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 437.jpg,ovale 437.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/16.jpg,16.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 266.jpg,image ovale 266.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/534.jpg,534.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 461.jpg,ovale 461.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/507.jpg,507.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 351.jpg,ovale 351.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 271.jpg,image ovale 271.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 182.jpg,image ovale 182.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/22.jpg,22.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/510.jpg,510.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 358.jpg,ovale 358.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/540.jpg,540.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 190.jpg,image ovale 190.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 438.jpg,ovale 438.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 290.jpg,image ovale 290.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 194.jpg,image ovale 194.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/516.jpg,516.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 451.jpg,ovale 451.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 331.jpg,ovale 331.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 33.jpg,ovale 33.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 298.jpg,ovale 298.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 328.jpg,ovale 328.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 196.jpg,image ovale 196.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 5.jpg,ovale 5.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 460.jpg,ovale 460.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 350.jpg,ovale 350.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 306.jpg,ovale 306.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 224.jpg,image ovale 224.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 291.jpg,image ovale 291.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 435.jpg,ovale 435.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 428.jpg,ovale 428.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 343.jpg,ovale 343.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 192.jpg,image ovale 192.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 448.jpg,ovale 448.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 305.jpg,ovale 305.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 401.jpg,ovale 401.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 221.jpg,image ovale 221.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 184.jpg,image ovale 184.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 220.jpg,image ovale 220.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 321.jpg,ovale 321.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 301.jpg,ovale 301.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 1.jpg,ovale 1.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 185.jpg,image ovale 185.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 191.jpg,image ovale 191.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 263.jpg,image ovale 263.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/544.jpg,544.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 409.jpg,ovale 409.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 404.jpg,ovale 404.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 425.jpg,ovale 425.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 324.jpg,ovale 324.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 267.jpg,image ovale 267.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 327.jpg,ovale 327.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 280.jpg,image ovale 280.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 446.jpg,ovale 446.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovsale 342.jpg,ovsale 342.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 199.jpg,image ovale 199.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 275.jpg,image ovale 275.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 299.jpg,ovale 299.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/23.jpg,23.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 274.jpg,image ovale 274.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 411.jpg,ovale 411.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 311.jpg,ovale 311.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 195.jpg,image ovale 195.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 278.jpg,image ovale 278.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/506.jpg,506.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/15.jpg,15.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/17.jpg,17.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 301.jpg,image ovale 301.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 441.jpg,ovale 441.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/522.jpg,522.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 288.jpg,image ovale 288.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 279.jpg,image ovale 279.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 416.jpg,ovale 416.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 459.jpg,ovale 459.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 188.jpg,image ovale 188.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 422.jpg,ovale 422.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 181.jpg,image ovale 181.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 353.jpg,ovale 353.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 314.jpg,ovale 314.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/image ovale 269.jpg,image ovale 269.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 303.jpg,ovale 303.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 432.jpg,ovale 432.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 450.jpg,ovale 450.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 458.jpg,ovale 458.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 443.jpg,ovale 443.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 421.jpg,ovale 421.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 434.jpg,ovale 434.jpg,ovale,train
/content/facefit_data/raw/men_face_shape/men/training_set/ovale/ovale 439.jpg,ovale 439.jpg,ovale,train
